53,"T1700150008812",01,0,2,1,1,2023-10-01,2024-06-28,,,"",,,"",,,"","中小企業経営労務支援機構","",,,"",""
54,"T1700150008894",01,0,2,1,1,2023-10-01,2022-12-07,,,"",,,"",,,"","新宿三井クラブ","",,,"",""
55,"T1700150009323",01,0,2,1,1,2023-10-01,2022-07-05,,,"",,,"",,,"","東京都個人タクシー協同組合　杉並第二支部","",,,"",""
56,"T1700150009356",01,0,2,1,1,2023-10-01,2023-11-01,,,"",,,"",,,"","東京土建一般労働組合　杉並支部","",,,"",""
57,"T1700150009554",01,0,2,1,1,2024-06-08,2024-06-11,,,"",,,"",,,"","旭町南地区区民館運営委員会","",,,"",""
58,"T1700150009744",01,0,2,1,1,2023-10-01,2022-09-12,,,"",,,"",,,"","あきつ会","",,,"",""
59,"T1700150009810",01,0,2,1,1,2023-10-01,2022-12-23,,,"",,,"",,,"","紫雲書道会","",,,"",""
60,"T1700150009843",01,0,2,1,1,2023-10-01,2022-09-28,,,"",,,"",,,"","ＴＫＣ城北東京会","",,,"",""
61,"T1700150009884",01,0,2,1,1,2023-10-01,2023-05-22,,,"",,,"",,,"","農民連ふるさとネットワーク","",,,"",""
62,"T1700150010066",01,0,2,1,1,2023-10-01,2023-04-18,,,"",,,"",,,"","労働保険事務組合　東京管理協会","",,,"",""
63,"T1700150010470",01,0,2,1,1,2024-04-01,2024-04-01,,,"",,,"",,,"","向嶋墨堤組合","",,,"",""
64,"T1700150010520",01,0,2,1,1,2023-10-01,2022-07-26,,,"",,,"",,,"","東京都個人タクシー協同組合　新東京支部","",,,"",""
65,"T1700150010553",01,0,2,1,1,2023-10-01,2022-09-09,,,"",,,"",,,"","東京都個人タクシー協同組合葛飾第一支部","",,,"",""
66,"T1700150010586",01,0,2,1,1,2023-10-01,2022-06-14,,,"",,,"",,,"","東京都個人タクシー協同組合葛飾第二支部","",,,"",""
67,"T1700150010636",01,0,2,1,1,2023-10-01,2022-12-05,,,"",,,"",,,"","東京社会労働保険協議会","",,,"",""
68,"T1700150010818",01,0,2,1,1,2023-10-01,2022-11-09,,,"",,,"",,,"","東京倉庫協会","",,,"",""
69,"T1700150010891",01,0,2,1,1,2023-10-01,2023-10-12,,,"",,,"",,,"","東京土建一般労働組合　江東支部","",,,"",""
70,"T1700150010982",01,0,2,1,1,2023-10-01,2023-03-13,,,"",,,"",,,"","瑞穂町農畜産物直売所","",,,"",""
71,"T1700150011080",01,0,,,0,2023-10-01,2025-05-28,,,"",,,"",,,"","","",,,"",""
72,"T1700150011080",03,0,2,1,1,2023-10-01,2025-05-28,,2025-04-01,"",,,"",,,"","ワーカーズ・コレクティブ　かみつれ","",,,"",""
73,"T1700150011139",01,0,2,1,1,2023-10-01,2023-04-25,,,"",,,"",,,"","関戸・一ノ宮コミュニティセンタ－運営協議会","",,,"",""
74,"T1700150011295",01,0,2,1,1,2023-10-01,2023-04-17,,,"",,,"",,,"","昭島書店組合","",,,"",""
75,"T1700150011361",01,0,2,1,1,2023-10-01,2023-04-18,,,"",,,"",,,"","中小企業労務研究会","",,,"",""
76,"T1700150011469",01,0,2,1,1,2023-10-01,2023-09-20,,,"",,,"",,,"","昭島市民会館　文化事業協会","",,,"",""
77,"T1700150011650",01,0,2,1,1,2023-10-01,2022-11-10,,,"",,,"",,,"","横河グループ福祉センター","",,,"",""
78,"T1700150011667",01,0,2,1,1,2023-10-01,2023-04-17,,,"",,,"",,,"","東京都牛乳普及協会","",,,"",""
79,"T1700150011725",01,0,2,1,1,2023-10-01,2023-05-22,,,"",,,"",,,"","新川中原住民協議会","",,,"",""
80,"T1700150011766",01,0,2,1,1,2023-10-01,2023-08-09,,,"",,,"",,,"","くるる出店者協議会","",,,"",""
81,"T1700150011808",01,0,2,1,1,2023-10-01,2023-11-08,,,"",,,"",,,"","東京企業育成会","",,,"",""
82,"T1700150011881",01,0,2,1,1,2023-10-01,2023-10-05,,,"",,,"",,,"","東京土建一般労働組合　府中国立支部","",,,"",""
83,"T1700150012145",01,0,2,1,1,2023-10-01,2023-05-23,,,"",,,"",,,"","横浜市立学校教職員互助会","",,,"",""
84,"T1700150012161",01,0,2,1,1,2023-10-01,2024-06-03,,,"",,,"",,,"","横浜中央地下街商店会","",,,"",""
85,"T1700150012351",01,0,2,1,1,2023-10-01,2023-05-31,,,"",,,"",,,"","神奈川中国帰国者定住サポートの会","",,,"",""
86,"T1700150012401",01,0,2,1,1,2023-10-01,2022-08-30,,,"",,,"",,,"","ディアナ弘明寺管理組合","",,,"",""
87,"T1700150012434",01,0,2,1,1,2023-10-01,2024-01-29,,,"",,,"",,,"","ベイサイトコート横浜管理組合","",,,"",""
88,"T1700150012723",01,0,2,1,1,2023-10-01,2023-06-05,,,"",,,"",,,"","移動サービスワーカーズコレクティブ　らら・ムーブ・栄","",,,"",""
89,"T1700150012731",01,0,2,1,1,2023-10-01,2023-09-05,,,"",,,"",,,"","神奈川土建一般労働組合横浜戸塚支部","",,,"",""
90,"T1700150012896",01,0,2,1,1,2023-10-01,2023-03-03,,,"",,,"",,,"","神奈川県吹奏楽連盟","",,,"",""
91,"T1700150013606",01,0,2,1,1,2023-10-01,2022-08-05,,,"",,,"",,,"","神奈川県理容器具商組合","",,,"",""
92,"T1700150013762",01,0,2,1,1,2023-10-01,2023-01-11,,,"",,,"",,,"","川崎西青色申告会","",,,"",""
93,"T1700150013903",01,0,2,1,1,2023-10-01,2023-06-01,,,"",,,"",,,"","三浦国際市民マラソン実行委員会","",,,"",""
94,"T1700150013911",01,0,2,1,1,2023-10-01,2022-11-25,,,"",,,"",,,"","みうら漁協　はまゆう会","",,,"",""
95,"T1700150013977",01,0,2,1,1,2023-10-01,2022-11-22,,,"",,,"",,,"","鎌倉市役所職員厚生会","",,,"",""
96,"T1700150013985",01,0,2,1,1,2023-10-01,2023-03-08,,,"",,,"",,,"","鎌倉生活支援Ｗ．Ｃｏ「まにーす」","",,,"",""
97,"T1700150014001",01,0,2,1,1,2023-10-01,2022-05-18,,,"",,,"",,,"","食事サービスワーカーズコレクティブキッチンかまくら","",,,"",""
98,"T1700150014067",01,0,2,1,1,2023-10-01,2024-01-22,,,"",,,"",,,"","神奈川土建一般労働組合　湘南支部","",,,"",""
99,"T1700150014133",01,0,2,1,1,2023-10-01,2023-03-22,,,"",,,"",,,"","浜須賀会館管理運営委員会","",,,"",""
100,"T1700150014141",01,0,2,1,1,2023-10-01,2023-06-07,,,"",,,"",,,"","藤沢世話焼ワーカーズコレクティブはまゆう","",,,"",""
101,"T1700150014661",01,0,2,1,1,2023-10-01,2022-11-15,,,"",,,"",,,"","緑の休暇村青根野営組合","",,,"",""
102,"T1700150014827",01,0,2,1,1,2023-10-01,2023-06-21,,,"",,,"",,,"","Ｑｉｂａｌｌ（きぼーる）管理組合","",,,"",""
103,"T1700150014892",01,0,2,1,1,2023-10-01,2022-07-07,,,"",,,"",,,"","千葉中央ツインビル１号館管理組合","",,,"",""
104,"T1700150014934",01,0,2,1,1,2023-10-01,2023-02-01,,,"",,,"",,,"","千葉県吹奏楽連盟","",,,"",""
105,"T1700150014959",01,0,2,1,1,2023-10-01,2022-04-14,,,"",,,"",,,"","ＴＫＣ千葉会","",,,"",""
106,"T1700150015172",01,0,2,1,1,2024-04-15,2024-04-11,,,"",,,"",,,"","八千代商工共済組合","",,,"",""
107,"T1700150015206",01,0,2,1,1,2023-10-01,2023-10-03,,,"",,,"",,,"","市原市立八幡公民館運営委員会","",,,"",""
108,"T1700150015239",01,0,2,1,1,2023-10-01,2023-06-05,,,"",,,"",,,"","帝京平成スポーツアカデミー","",,,"",""
109,"T1700150015429",01,0,2,1,1,2023-10-01,2023-03-10,,,"",,,"",,,"","鎌ケ谷ふるさと梨の会","",,,"",""
110,"T1700150015635",01,0,2,1,1,2023-10-01,2023-09-20,,,"",,,"",,,"","アビイボード","",,,"",""
111,"T1700150015668",01,0,2,1,1,2023-10-19,2024-02-01,,,"",,,"",,,"","クレストコート本八幡管理組合","",,,"",""
112,"T1700150015676",01,0,2,1,1,2023-10-01,2023-02-27,,,"",,,"",,,"","誌友会","",,,"",""
113,"T1700150015775",01,0,2,1,1,2023-10-01,2023-10-17,,,"",,,"",,,"","千葉土建一般労働組合　船橋習志野支部","",,,"",""
114,"T1700150015800",01,0,,,0,2023-10-01,2024-09-20,,,"",,,"",,,"","","",,,"",""
115,"T1700150015800",03,0,2,1,1,2023-10-01,2024-09-20,,2024-03-13,"",,,"",,,"","東京湾北部協議会","",,,"",""
116,"T1700150015949",01,0,2,1,1,2023-10-01,2022-09-13,,,"",,,"",,,"","横芝光町営東陽食肉センター内臓処理組合","",,,"",""
117,"T1700150015965",01,0,2,1,1,2023-10-01,2023-08-29,,,"",,,"",,,"","一宮駅前観光物産直売所","",,,"",""
118,"T1700150015981",01,0,2,1,1,2023-10-01,2023-01-04,,,"",,,"",,,"","白子町シルバー人材センター","",,,"",""
119,"T1700150016030",01,0,2,1,1,2023-10-01,2023-04-10,,,"",,,"",,,"","長生地域酪農ヘルパ－組合","",,,"",""
120,"T1700150016096",01,0,2,1,1,2023-10-01,2023-02-02,,,"",,,"",,,"","百目木公園管理組合","",,,"",""
121,"T1700150016542",01,0,2,1,1,2025-10-17,2025-10-17,,,"",,,"",,,"","平林活性化組合","",,,"",""
122,"T1700150016591",01,0,2,1,1,2023-10-01,2023-01-31,,,"",,,"",,,"","道志村観光協会","",,,"",""
123,"T1700150016633",01,0,2,1,1,2023-10-01,2022-11-17,,,"",,,"",,,"","大明見不動湯福祉会","",,,"",""
124,"T1700150016724",01,0,2,1,1,2023-10-01,2022-06-29,,,"",,,"さいたま市浦和区高砂３－１５－１",11,107,"","埼玉県統計協会","",,,"",""
125,"T1700150016732",01,0,2,1,1,2023-10-01,2021-12-17,,,"",,,"",,,"","埼玉県職員互助会","",,,"",""
126,"T1700150016781",01,0,2,1,1,2023-10-01,2023-08-17,,,"",,,"",,,"","ボーイスカウト埼玉県連盟","",,,"",""
127,"T1700150016971",01,0,2,1,1,2023-10-01,2023-04-25,,,"",,,"",,,"","大宮聖苑　売店みぬま","",,,"",""
128,"T1700150016996",01,0,2,1,1,2023-10-01,2022-04-26,,,"",,,"",,,"","埼玉中小企業育成協会","",,,"",""
129,"T1700150017004",01,0,2,1,1,2023-10-31,2023-12-07,,,"",,,"",,,"","サンフィール大宮宮原管理組合","",,,"",""
130,"T1700150017103",01,0,2,1,1,2023-10-01,2022-05-27,,,"",,,"",,,"","明用共同農耕組合","",,,"",""
131,"T1700150017136",01,0,2,1,1,2023-10-01,2023-05-29,,,"",,,"",,,"","川口駅東口第三工区再開発ビル管理組合","",,,"",""
132,"T1700150017367",01,0,2,1,1,2023-10-01,2022-08-19,,,"",,,"",,,"","全日本幼児教育連盟","",,,"",""
133,"T1700150017383",01,0,2,1,1,2023-10-01,2023-01-25,,,"",,,"",,,"","鶴ヶ島市遺跡調査会","",,,"",""
134,"T1700150017441",01,0,2,1,1,2023-10-01,2022-05-25,,,"",,,"",,,"","埼玉県電気工事工業組合飯能支部","",,,"",""
135,"T1700150017482",01,0,2,1,1,2023-10-01,2022-09-02,,,"",,,"",,,"","飯能市合併処理浄化槽組合","",,,"",""
136,"T1700150018134",01,0,2,1,1,2023-10-01,2022-11-04,,,"",,,"",,,"","日本野鳥の会茨城県","",,,"",""
137,"T1700150018191",01,0,2,1,1,2023-10-01,2022-05-20,,,"",,,"",,,"","茨城県高等学校　ＰＴＡ連合会","",,,"",""
138,"T1700150018514",01,0,2,1,1,2023-10-01,2024-10-29,,,"",,,"",,,"","北浦せり出荷組合","",,,"",""
139,"T1700150018596",01,0,2,1,1,2023-10-01,2023-06-15,,,"",,,"",,,"","取手市観光協会","",,,"",""
140,"T1700150018605",01,0,2,1,1,2023-10-01,2023-01-20,,,"",,,"",,,"","ブランズシティ守谷管理組合","",,,"",""
141,"T1700150018704",01,0,2,1,1,2023-10-01,2022-11-22,,,"",,,"",,,"","全国防炎加工振興会","",,,"",""
142,"T1700150018712",01,0,2,1,1,2023-10-01,2023-03-02,,,"",,,"",,,"","土浦全国花火競技大会実行委員会","",,,"",""
143,"T1700150018836",01,0,2,1,1,2023-10-01,2022-09-14,,,"",,,"",,,"","関城町農産物直売所運営管理組合","",,,"",""
144,"T1700150018935",01,0,2,1,1,2023-10-01,2023-05-30,,,"",,,"",,,"","坂東市公共施設管理公社","",,,"",""
145,"T1700150019322",01,0,2,1,1,2023-10-01,2023-03-10,,,"",,,"",,,"","かぬま手づくりの里運営委員会","",,,"",""
146,"T1700150019355",01,0,2,1,1,2023-10-01,2023-02-15,,,"",,,"",,,"","水無そば組合","",,,"",""
147,"T1700150019363",01,0,2,1,1,2024-04-01,2024-02-20,,,"",,,"",,,"","日光労働基準協会","",,,"",""
148,"T1700150019413",01,0,2,1,1,2024-04-01,2024-03-01,,,"",,,"",,,"","益子町観光協会","",,,"",""
149,"T1700150019685",01,0,2,1,1,2023-10-01,2022-10-31,,,"",,,"",,,"","氏家繊維商組合","",,,"",""
150,"T1700150019693",01,0,2,1,1,2023-10-01,2022-07-20,,,"",,,"",,,"","久那瀬農産物販売組合","",,,"",""
151,"T1700150020172",01,0,2,1,1,2023-10-01,2022-09-15,,,"",,,"",,,"","群馬県吹奏楽連盟","",,,"",""
152,"T1700150020214",01,0,2,1,1,2023-11-01,2023-12-22,,,"",,,"",,,"","敷島堆肥生産組合","",,,"",""
153,"T1700150020255",01,0,2,1,1,2023-10-01,2022-06-10,,,"",,,"",,,"","高崎鞘町ビル管理組合","",,,"",""
154,"T1700150020445",01,0,2,1,1,2023-10-01,2023-05-09,,,"",,,"",,,"","やすらぎの家","",,,"",""
155,"T1700150020478",01,0,2,1,1,2023-10-01,2022-11-07,,,"",,,"",,,"","昭和村さくら工房","",,,"",""
156,"T1700150020494",01,0,2,1,1,2023-10-01,2022-09-12,,,"",,,"",,,"","沼田自動車協会","",,,"",""
157,"T1700150020511",01,0,2,1,1,2023-10-01,2023-10-16,,,"",,,"",,,"","横浜市少年自然の家赤城林間学園運営協力会","",,,"",""
158,"T1700150020643",01,0,2,1,1,2023-10-01,2022-11-10,,,"",,,"",,,"","館林市観光協会","",,,"",""
159,"T1700150020692",01,0,2,1,1,2023-10-01,2023-04-12,,,"",,,"",,,"","太田市職員共済会","",,,"",""
160,"T1700150020825",01,0,2,1,1,2023-10-01,2022-06-27,,,"",,,"",,,"","長野県家畜改良協会","",,,"",""
161,"T1700150020841",01,0,,,0,2023-10-01,2025-10-01,,,"",,,"",,,"","","",,,"",""
162,"T1700150020841",03,0,2,1,1,2023-10-01,2025-10-01,,2025-06-16,"",,,"",,,"","ながの公認会計士共同事務所","",,,"",""
163,"T1700150020858",01,0,2,1,1,2023-10-01,2022-12-02,,,"",,,"",,,"","長野県自家用自動車協会　長野支部","",,,"",""
164,"T1700150021071",01,0,2,1,1,2023-10-01,2022-09-06,,,"",,,"",,,"","長野マラソン大会組織委員会","",,,"",""
165,"T1700150021121",01,0,2,1,1,2023-10-01,2022-07-13,,,"",,,"",,,"","佐久穂町農産物直売所の会","",,,"",""
166,"T1700150021154",01,0,2,1,1,2023-10-01,2025-07-29,,,"",,,"",,,"","南相木村そば組合","",,,"",""
167,"T1700150021393",01,0,2,1,1,2023-10-01,2023-07-14,,,"",,,"",,,"","富士見町薬業組合","",,,"",""
168,"T1700150021451",01,0,2,1,1,2023-10-01,2023-04-12,,,"",,,"",,,"","伊那食品衛生協会","",,,"",""
169,"T1700150021468",01,0,2,1,1,2023-10-01,2023-10-19,,,"",,,"",,,"","ＫＯＡ労働組合","",,,"",""
170,"T1700150021501",01,0,2,1,1,2023-10-01,2022-11-25,,,"",,,"",,,"","上伊那自家用自動車協会","",,,"",""
171,"T1700150021567",01,0,2,1,1,2023-10-01,2023-03-16,,,"",,,"",,,"","牛牧直売会","",,,"",""
172,"T1700150021591",01,0,2,1,1,2024-06-18,2024-06-13,,,"",,,"",,,"","松川町地域公共交通対策協議会","",,,"",""
173,"T1700150021658",01,0,2,1,1,2023-10-01,2022-05-24,,,"",,,"",,,"","二本木温泉等利用組合","",,,"",""
174,"T1700150021781",01,0,2,1,1,2023-10-01,2022-11-17,,,"",,,"",,,"","松本広域浄化槽管理組合","",,,"",""
175,"T1700150021872",01,0,2,1,1,2023-10-01,2022-06-21,,,"",,,"",,,"","乗鞍高原スキー学校","",,,"",""
176,"T1700150021971",01,0,2,1,1,2023-10-01,2022-09-02,,,"",,,"",,,"","白馬五竜スキースクール","",,,"",""
177,"T1700150022061",01,0,2,1,1,2023-10-01,2023-01-25,,,"",,,"",,,"","大通コミュニティ協議会","",,,"",""
178,"T1700150022185",01,0,2,1,1,2023-10-01,2023-03-02,,,"",,,"",,,"","新潟まつり実行委員会","",,,"",""
179,"T1700150022235",01,0,2,1,1,2023-10-01,2022-04-19,,,"",,,"",,,"","新潟県統計協会","",,,"",""
180,"T1700150022276",01,0,2,1,1,2023-10-01,2023-03-29,,,"",,,"",,,"","新潟県町村会","",,,"",""
181,"T1700150022284",01,0,2,1,1,2023-10-01,2023-03-08,,,"",,,"",,,"","新潟港公共上屋管理組合","",,,"",""
182,"T1700150022342",01,0,2,1,1,2023-10-01,2023-04-03,,,"",,,"",,,"","新潟市名産会","",,,"",""
183,"T1700150022433",01,0,2,1,1,2023-10-01,2022-05-12,,,"",,,"",,,"","北日本酪農ヘルパー利用組合","",,,"",""
184,"T1700150022441",01,0,2,1,1,2023-10-01,2023-01-06,,,"",,,"",,,"","笹神複合営農受託組合","",,,"",""
185,"T1700150022466",01,0,2,1,1,2023-10-01,2023-06-14,,,"",,,"",,,"","中村浜区自治会","",,,"",""
186,"T1700150022722",01,0,,,0,2023-10-01,2025-05-01,,,"",,,"",,,"","","",,,"",""
187,"T1700150022722",03,0,2,1,1,2023-10-01,2025-05-01,,2025-04-01,"",,,"",,,"","おぢや風船一揆実行委員会","",,,"",""
188,"T1700150023010",01,0,2,1,1,2023-10-01,2022-09-12,,,"",,,"",,,"","わくわくランドあらい運営委員会","",,,"",""
189,"T1700150023043",01,0,2,1,1,2023-10-01,2023-03-24,,,"",,,"",,,"","糸魚川市職員労働組合","",,,"",""
190,"T1700150023126",01,0,2,1,1,2023-10-01,2023-03-22,,,"",,,"",,,"","羽茂港利用協議会","",,,"",""
191,"T1700150023200",01,0,2,1,1,2023-10-01,2022-06-08,,,"",,,"",,,"","大阪府労働保険協会","",,,"",""
192,"T1700150023340",01,0,2,1,1,2023-10-01,2022-04-22,,,"",,,"",,,"","薬業福祉共済会","",,,"",""
193,"T1700150024009",01,0,2,1,1,2023-10-01,2023-01-20,,,"",,,"",,,"","大阪福祉協会","",,,"",""
194,"T1700150024082",01,0,2,1,1,2023-10-01,2023-01-12,,,"",,,"",,,"","大阪労務管理センター","",,,"",""
195,"T1700150024578",01,0,2,1,1,2023-10-01,2022-12-14,,,"",,,"",,,"","大阪ホームレス就業支援センター運営協議会","",,,"",""
196,"T1700150024941",01,0,,,0,2023-10-01,2024-07-18,,,"",,,"",,,"","","",,,"",""
197,"T1700150024941",03,0,2,1,1,2023-10-01,2024-07-18,,2025-04-01,"",,,"",,,"","労働保険事務組合　大阪経営協会","",,,"",""
198,"T1700150024958",01,0,2,1,1,2023-10-01,2023-04-03,,,"",,,"",,,"","アクトアモーレ店舗会","",,,"",""
199,"T1700150025007",01,0,2,1,1,2023-10-01,2023-04-18,,,"",,,"",,,"","里山サポートネット・茨木","",,,"",""
200,"T1700150025023",01,0,2,1,1,2024-01-01,2023-10-18,,,"",,,"",,,"","高槻ジャズストリート実行委員会","",,,"",""
201,"T1700150025080",01,0,2,1,1,2024-12-10,2024-12-10,,,"",,,"",,,"","メゾン高槻管理組合","",,,"",""
202,"T1700150025519",01,0,2,1,1,2023-10-01,2023-05-22,,,"",,,"",,,"","駐車場管理委員会","",,,"",""
203,"T1700150025758",01,0,2,1,1,2023-10-01,2022-11-29,,,"",,,"",,,"","岸和田文化事業協会","",,,"",""
204,"T1700150025766",01,0,2,1,1,2023-10-01,2022-10-26,,,"",,,"",,,"","貝塚市職員厚生会","",,,"",""
205,"T1700150025898",01,0,2,1,1,2023-10-01,2023-03-28,,,"",,,"",,,"","河南町高年者人材センター","",,,"",""
206,"T1700150025948",01,0,2,1,1,2023-10-01,2022-05-27,,,"",,,"",,,"","羽曳野市地域人権協議会","",,,"",""
207,"T1700150026252",01,0,2,1,1,2023-10-01,2023-02-13,,,"",,,"",,,"","近畿税理士会　枚方支部","",,,"",""
208,"T1700150026269",01,0,2,1,1,2023-10-01,2023-02-07,,,"",,,"",,,"","西南地区コミュニテイ推進委員会","",,,"",""
209,"T1700150026285",01,0,2,1,1,2023-10-01,2023-02-09,,,"",,,"",,,"","東コミュニティセンター運営委員会","",,,"",""
